gene_name	Ensemble_id
SHFM1	ENSG00000127922
HIP1	ENSG00000127946
PTPN12	ENSG00000127947
POR	ENSG00000127948
STYXL1	ENSG00000127952
GNAI1	ENSG00000127955
PEX1	ENSG00000127980
MTERF	ENSG00000127989
SGCE	ENSG00000127990
RBM48	ENSG00000127993
CASD1	ENSG00000127995
ZFP36	ENSG00000128016
SRD5A3	ENSG00000128039
PAICS	ENSG00000128050
PPAT	ENSG00000128059
TUBGCP6	ENSG00000128159
DGCR6L	ENSG00000128185
DGCR8	ENSG00000128191
SDF2L1	ENSG00000128228
GAL3ST1	ENSG00000128242
YWHAH	ENSG00000128245
GNAZ	ENSG00000128266
ATF4	ENSG00000128272
CDC42EP1	ENSG00000128283
MPST	ENSG00000128309
TST	ENSG00000128311
APOL2	ENSG00000128335
EMC4	ENSG00000128463
RNF112	ENSG00000128482
SPECC1	ENSG00000128487
DOCK4	ENSG00000128512
POT1	ENSG00000128513
ATP6V1F	ENSG00000128524
PRKRIP1	ENSG00000128563
PODXL	ENSG00000128567
STRIP2	ENSG00000128578
RABL5	ENSG00000128581
MKLN1	ENSG00000128585
DNAJB9	ENSG00000128590
LRRC4	ENSG00000128594
CALU	ENSG00000128595
KLHDC10	ENSG00000128607
NDUFA5	ENSG00000128609
MRPS12	ENSG00000128626
MTX2	ENSG00000128654
CHN1	ENSG00000128656
GAD1	ENSG00000128683
OSGEPL1	ENSG00000128694
ORMDL1	ENSG00000128699
HAT1	ENSG00000128708
SNRPN	ENSG00000128739
PSMG2	ENSG00000128789
TWSG1	ENSG00000128791
TMOD2	ENSG00000128872
C15orf57	ENSG00000128891
NARG2	ENSG00000128915
FAM63B	ENSG00000128923
IVD	ENSG00000128928
KNSTRN	ENSG00000128944
DUT	ENSG00000128951
ARPP19	ENSG00000128989
VPS13C	ENSG00000129003
THAP10	ENSG00000129028
ANAPC13	ENSG00000129055
MBD4	ENSG00000129071
COPB1	ENSG00000129083
PSMA1	ENSG00000129084
SUMF2	ENSG00000129103
PALLD	ENSG00000129116
SPCS3	ENSG00000129128
BBOX1	ENSG00000129151
SERGEF	ENSG00000129158
SOX15	ENSG00000129194
RPAIN	ENSG00000129197
TXNDC17	ENSG00000129235
ATP1B2	ENSG00000129244
MPDU1	ENSG00000129255
PHF20L1	ENSG00000129292
PUS7L	ENSG00000129317
KRI1	ENSG00000129347
ILF3	ENSG00000129351
SLC44A2	ENSG00000129353
NGDN	ENSG00000129460
RAB2B	ENSG00000129472
DTD2	ENSG00000129480
PARP2	ENSG00000129484
SNX6	ENSG00000129515
EAPP	ENSG00000129518
EGLN3	ENSG00000129521
NEDD8	ENSG00000129559
DAD1	ENSG00000129562
EPB41L4A	ENSG00000129595
CDO1	ENSG00000129596
REEP5	ENSG00000129625
ITFG1	ENSG00000129636
SEC14L1	ENSG00000129657
ARHGEF6	ENSG00000129675
FGF13	ENSG00000129682
ASH2L	ENSG00000129691
TTI2	ENSG00000129696
RPS4Y1	ENSG00000129824
DOHH	ENSG00000129932
MAU2	ENSG00000129933
SHC2	ENSG00000129946
GAMT	ENSG00000130005
HDHD1	ENSG00000130021
C6orf70	ENSG00000130023
SAT1	ENSG00000130066
GNL3L	ENSG00000130119
SH3BP4	ENSG00000130147
MOSPD2	ENSG00000130150
ECSIT	ENSG00000130159
LDLR	ENSG00000130164
ELOF1	ENSG00000130165
PRKCSH	ENSG00000130175
CDC16	ENSG00000130177
THEM6	ENSG00000130193
APOE	ENSG00000130203
TOMM40	ENSG00000130204
GADD45G	ENSG00000130222
DPP6	ENSG00000130226
XPO7	ENSG00000130227
FAM98C	ENSG00000130244
SAFB2	ENSG00000130254
RPL36	ENSG00000130255
NCAN	ENSG00000130287
KIF1A	ENSG00000130294
GTPBP3	ENSG00000130299
SLC27A1	ENSG00000130304
NSUN5	ENSG00000130305
GLT25D1	ENSG00000130309
DDA1	ENSG00000130311
MRPL34	ENSG00000130312
PGLS	ENSG00000130313
LSM7	ENSG00000130332
TULP4	ENSG00000130338
QRSL1	ENSG00000130348
C6orf203	ENSG00000130349
ACTN4	ENSG00000130402
NDUFA10	ENSG00000130414
UNC13A	ENSG00000130477
MAP1S	ENSG00000130479
SCO2	ENSG00000130489
PXDN	ENSG00000130508
KIAA1683	ENSG00000130518
LSM4	ENSG00000130520
JUND	ENSG00000130522
ZNF557	ENSG00000130544
OLFM1	ENSG00000130558
UBAC1	ENSG00000130560
SAMD10	ENSG00000130590
ATXN10	ENSG00000130638
TUBGCP2	ENSG00000130640
CYP2E1	ENSG00000130649
ZNF337	ENSG00000130684
LAMA5	ENSG00000130702
OSBPL2	ENSG00000130703
ADRM1	ENSG00000130706
EXOSC2	ENSG00000130713
POMT1	ENSG00000130714
UCK1	ENSG00000130717
PRRC2B	ENSG00000130723
CHMP2A	ENSG00000130724
TRIM28	ENSG00000130726
C16orf13	ENSG00000130731
YIPF2	ENSG00000130733
EIF2S3	ENSG00000130741
TMEM160	ENSG00000130748
LRRC47	ENSG00000130764
SESN2	ENSG00000130766
ATPIF1	ENSG00000130770
HIP1R	ENSG00000130787
ZNF317	ENSG00000130803
PPAN	ENSG00000130810
EIF3G	ENSG00000130811
C19orf66	ENSG00000130813
DNMT1	ENSG00000130816
ZNF426	ENSG00000130818
DKC1	ENSG00000130826
MPP1	ENSG00000130830
C12orf65	ENSG00000130921
NOL11	ENSG00000130935
UBA1	ENSG00000130985
PPIL4	ENSG00000131013
LATS1	ENSG00000131023
AAR2	ENSG00000131043
RBM39	ENSG00000131051
GGT7	ENSG00000131067
ACSS2	ENSG00000131069
ARHGEF9	ENSG00000131089
GFAP	ENSG00000131095
ATP6V1E1	ENSG00000131100
ZNF227	ENSG00000131115
ZNF428	ENSG00000131116
ZNF141	ENSG00000131127
COX4I1	ENSG00000131143
EMC8	ENSG00000131148
CHMP1A	ENSG00000131165
SH3BGRL	ENSG00000131171
COX7B	ENSG00000131174
CAP1	ENSG00000131236
PPT1	ENSG00000131238
RLIM	ENSG00000131263
ABCB7	ENSG00000131269
MRPS25	ENSG00000131368
HACL1	ENSG00000131373
TBC1D5	ENSG00000131374
CAPN7	ENSG00000131375
ZFYVE20	ENSG00000131381
GALNT15	ENSG00000131386
NR1H2	ENSG00000131408
KIF3A	ENSG00000131437
MGAT1	ENSG00000131446
TUBG1	ENSG00000131462
PSME3	ENSG00000131467
RPL27	ENSG00000131469
PSMC3IP	ENSG00000131470
ACLY	ENSG00000131473
VPS25	ENSG00000131475
RAMP2	ENSG00000131477
NDUFA2	ENSG00000131495
ANKHD1	ENSG00000131503
NDFIP1	ENSG00000131507
UBE2D2	ENSG00000131508
EXOC4	ENSG00000131558
ACAP3	ENSG00000131584
PPFIA1	ENSG00000131626
THOC6	ENSG00000131652
TRAF7	ENSG00000131653
NINJ1	ENSG00000131669
MAP1B	ENSG00000131711
ZCCHC9	ENSG00000131732
STARD3	ENSG00000131748
KHDRBS3	ENSG00000131773
CHD1L	ENSG00000131778
PEX11B	ENSG00000131779
PIAS3	ENSG00000131788
PRKAB2	ENSG00000131791
CLUHP3	ENSG00000131797
PDHA1	ENSG00000131828
MCCC2	ENSG00000131844
VIMP	ENSG00000131871
SNRPA1	ENSG00000131876
LLGL1	ENSG00000131899
THAP1	ENSG00000131931
ACTR10	ENSG00000131966
DNAJB1	ENSG00000132002
C19orf57	ENSG00000132016
LRRC41	ENSG00000132128
DHX30	ENSG00000132153
RAF1	ENSG00000132155
HSD17B7	ENSG00000132196
SLX1A	ENSG00000132207
ARFIP2	ENSG00000132254
RRP8	ENSG00000132275
TIMM10B	ENSG00000132286
PTCD3	ENSG00000132300
IMMT	ENSG00000132305
MRPL35	ENSG00000132313
ILKAP	ENSG00000132323
PER2	ENSG00000132326
RAMP1	ENSG00000132329
PTPRE	ENSG00000132334
RAN	ENSG00000132341
PRKAA1	ENSG00000132356
INPP5K	ENSG00000132376
MYBBP1A	ENSG00000132382
RPA1	ENSG00000132383
UBE2G1	ENSG00000132388
EEFSEC	ENSG00000132394
TBC1D14	ENSG00000132405
TMEM128	ENSG00000132406
COQ3	ENSG00000132423
PNISR	ENSG00000132424
SEC61G	ENSG00000132432
LANCL2	ENSG00000132434
GRSF1	ENSG00000132463
ANKRD17	ENSG00000132466
WBP2	ENSG00000132471
H3F3B	ENSG00000132475
UNK	ENSG00000132478
TRIM47	ENSG00000132481
ZRANB2	ENSG00000132485
EIF5A	ENSG00000132507
GPS2	ENSG00000132522
HRSP12	ENSG00000132541
VPS13B	ENSG00000132549
MATN2	ENSG00000132561
REEP2	ENSG00000132563
PCBD2	ENSG00000132570
SDF2	ENSG00000132581
FLOT2	ENSG00000132589
ERAL1	ENSG00000132591
PRMT7	ENSG00000132600
NIP7	ENSG00000132603
TERF2	ENSG00000132604
VPS4A	ENSG00000132612
MTSS1L	ENSG00000132613
PCED1A	ENSG00000132635
SNAP25	ENSG00000132639
BTBD3	ENSG00000132640
PCNA	ENSG00000132646
NXT1	ENSG00000132661
POLR3F	ENSG00000132664
RIN2	ENSG00000132669
PTPRA	ENSG00000132670
DAP3	ENSG00000132676
KIAA0907	ENSG00000132680
BCAN	ENSG00000132692
DCAF8	ENSG00000132716
SYT11	ENSG00000132718
IGHMBP2	ENSG00000132740
DPH2	ENSG00000132768
NASP	ENSG00000132780
MUTYH	ENSG00000132781
CTNNBL1	ENSG00000132792
C20orf111	ENSG00000132823
SERINC3	ENSG00000132824
AP3B1	ENSG00000132842
SYT4	ENSG00000132872
FBXO44	ENSG00000132879
CASP9	ENSG00000132906
DCTN4	ENSG00000132912
ZMYM5	ENSG00000132950
USPL1	ENSG00000132952
POMP	ENSG00000132963
WASF3	ENSG00000132970
CHRM3	ENSG00000133019
MYH10	ENSG00000133026
PEMT	ENSG00000133027
SCO1	ENSG00000133028
MPRIP	ENSG00000133030
DSTYK	ENSG00000133059
SLC41A1	ENSG00000133065
COG6	ENSG00000133103
SPG20	ENSG00000133104
TPT1	ENSG00000133112
KIAA1704	ENSG00000133114
RFC3	ENSG00000133119
BEX2	ENSG00000133134
TCEAL4	ENSG00000133142
BEX1	ENSG00000133169
FAM104A	ENSG00000133193
SLC39A11	ENSG00000133195
SRRM1	ENSG00000133226
ZNF414	ENSG00000133250
HSPBP1	ENSG00000133265
CNDP2	ENSG00000133313
WDR74	ENSG00000133316
RTN3	ENSG00000133318
RARRES3	ENSG00000133321
FOPNL	ENSG00000133393
MED10	ENSG00000133398
PDZD2	ENSG00000133401
LARGE	ENSG00000133424
GSTT2B	ENSG00000133433
SLC2A11	ENSG00000133460
MKRN1	ENSG00000133606
AGAP3	ENSG00000133612
ZNF767	ENSG00000133624
ACTR3B	ENSG00000133627
BTG1	ENSG00000133639
C12orf29	ENSG00000133641
TMEM254	ENSG00000133678
KRAS	ENSG00000133703
LARS	ENSG00000133706
CCDC59	ENSG00000133773
ARNTL	ENSG00000133794
HSD17B4	ENSG00000133835
TMEM66	ENSG00000133872
DUSP26	ENSG00000133878
DPF2	ENSG00000133884
C14orf1	ENSG00000133935
C14orf159	ENSG00000133943
UNC79	ENSG00000133958
NUMB	ENSG00000133961
COX16	ENSG00000133983
MED6	ENSG00000133997
EIF2S1	ENSG00000134001
ELP3	ENSG00000134014
CTIF	ENSG00000134030
IER3IP1	ENSG00000134049
MRPS36	ENSG00000134056
CDK7	ENSG00000134058
CAMK1	ENSG00000134072
THUMPD3	ENSG00000134077
VHL	ENSG00000134086
ARL8B	ENSG00000134108
CHL1	ENSG00000134121
MEIS2	ENSG00000134138
ATPBD4	ENSG00000134146
KATNBL1	ENSG00000134152
EMC7	ENSG00000134153
PRPF38B	ENSG00000134186
GSTM3	ENSG00000134202
LAMTOR5	ENSG00000134248
NOTCH2	ENSG00000134250
CEPT1	ENSG00000134255
AP4B1	ENSG00000134262
NAPG	ENSG00000134265
SPIRE1	ENSG00000134278
PPHLN1	ENSG00000134283
ARF3	ENSG00000134287
TMEM106C	ENSG00000134291
SLC38A2	ENSG00000134294
YWHAQ	ENSG00000134308
KIDINS220	ENSG00000134313
LPIN1	ENSG00000134324
IAH1	ENSG00000134330
LDHA	ENSG00000134333
IL6ST	ENSG00000134352
NAV1	ENSG00000134369
CDC73	ENSG00000134371
TIMM17A	ENSG00000134375
CRB1	ENSG00000134376
RPS15A	ENSG00000134419
NARS	ENSG00000134440
KIAA1468	ENSG00000134444
FBXO18	ENSG00000134452
RBM17	ENSG00000134453
CCNH	ENSG00000134480
LRP4	ENSG00000134569
ACP2	ENSG00000134575
FAM127A	ENSG00000134590
RAB33A	ENSG00000134594
RBMX2	ENSG00000134597
PUM1	ENSG00000134644
YARS	ENSG00000134684
PHC2	ENSG00000134686
GNL2	ENSG00000134697
BTF3L4	ENSG00000134717
ZCCHC11	ENSG00000134744
PRPF38A	ENSG00000134748
RNF138	ENSG00000134758
ELP2	ENSG00000134759
DTNA	ENSG00000134769
TPGS2	ENSG00000134779
TIMM10	ENSG00000134809
FADS2	ENSG00000134824
TMEM258	ENSG00000134825
TMEM165	ENSG00000134851
PDGFRA	ENSG00000134853
UBAC2	ENSG00000134882
ARGLU1	ENSG00000134884
BIVM	ENSG00000134897
ERCC5	ENSG00000134899
TPP2	ENSG00000134900
ARHGAP32	ENSG00000134909
STT3A	ENSG00000134910
TMED7	ENSG00000134970
APC	ENSG00000134982
NREP	ENSG00000134986
WDR36	ENSG00000134987
RFK	ENSG00000135002
UBQLN1	ENSG00000135018
NAA35	ENSG00000135040
CTSL1	ENSG00000135047
GOLM1	ENSG00000135052
PSAT1	ENSG00000135069
ISCA1	ENSG00000135070
TAOK3	ENSG00000135090
USP30	ENSG00000135093
MSI1	ENSG00000135097
FBXO21	ENSG00000135108
RNFT2	ENSG00000135119
P2RX4	ENSG00000135124
TRAFD1	ENSG00000135148
DMTF1	ENSG00000135164
TMEM243	ENSG00000135185
TMEM60	ENSG00000135211
PNPLA8	ENSG00000135241
HILPDA	ENSG00000135245
RINT1	ENSG00000135249
SRPK2	ENSG00000135250
MTO1	ENSG00000135297
BAI3	ENSG00000135298
ANKRD6	ENSG00000135299
KHDC1	ENSG00000135314
SYNCRIP	ENSG00000135316
SNX14	ENSG00000135317
NT5E	ENSG00000135318
AKIRIN2	ENSG00000135334
ORC3	ENSG00000135336
MAP3K7	ENSG00000135341
PHF21A	ENSG00000135365
NAT10	ENSG00000135372
CAPRIN1	ENSG00000135387
ATP5G2	ENSG00000135390
DNAJC14	ENSG00000135392
CD63	ENSG00000135404
AGAP2	ENSG00000135439
BLOC1S1	ENSG00000135441
CDK4	ENSG00000135446
TSPAN31	ENSG00000135452
B4GALNT1	ENSG00000135454
TFCP2	ENSG00000135457
COQ10A	ENSG00000135469
FAIM2	ENSG00000135472
PAN2	ENSG00000135473
ZC3H10	ENSG00000135482
HNRNPA1	ENSG00000135486
OS9	ENSG00000135506
LTV1	ENSG00000135521
CD164	ENSG00000135535
NHSL1	ENSG00000135540
AHI1	ENSG00000135541
MICAL1	ENSG00000135596
PRADC1	ENSG00000135617
CCT7	ENSG00000135624
SMYD5	ENSG00000135632
CCDC142	ENSG00000135637
USP15	ENSG00000135655
GNS	ENSG00000135677
MDM2	ENSG00000135679
MPHOSPH6	ENSG00000135698
DYNC1LI2	ENSG00000135720
AGT	ENSG00000135744
COG2	ENSG00000135775
NTPCR	ENSG00000135778
GLUL	ENSG00000135821
STX6	ENSG00000135823
DHX9	ENSG00000135829
PIGC	ENSG00000135845
RC3H1	ENSG00000135870
SP110	ENSG00000135899
MRPL44	ENSG00000135900
DOCK10	ENSG00000135905
TTLL4	ENSG00000135912
ITM2C	ENSG00000135916
SERPINE2	ENSG00000135919
EIF4E2	ENSG00000135930
CAB39	ENSG00000135932
COX5B	ENSG00000135940
REV1	ENSG00000135945
TMEM127	ENSG00000135956
GCC2	ENSG00000135968
MRPS9	ENSG00000135972
C2orf49	ENSG00000135974
ANKRD36	ENSG00000135976
EPC2	ENSG00000135999
ARHGEF4	ENSG00000136002
ISCU	ENSG00000136003
SCYL2	ENSG00000136021
APPL2	ENSG00000136044
PWP1	ENSG00000136045
KIAA1033	ENSG00000136051
VPS36	ENSG00000136100
RNASEH2B	ENSG00000136104
CKAP2	ENSG00000136108
SUCLA2	ENSG00000136143
RCBTB1	ENSG00000136144
MED4	ENSG00000136146
COG3	ENSG00000136152
ITM2B	ENSG00000136156
SPRY2	ENSG00000136158
NUDT15	ENSG00000136159
EDNRB	ENSG00000136160
RCBTB2	ENSG00000136161
SCRN1	ENSG00000136193
C7orf25	ENSG00000136197
TNS3	ENSG00000136205
SPDYE1	ENSG00000136206
CHST12	ENSG00000136213
RAC1	ENSG00000136238
KDELR2	ENSG00000136240
NUPL2	ENSG00000136243
ZDHHC4	ENSG00000136247
BZW2	ENSG00000136261
DGKB	ENSG00000136267
TBRG4	ENSG00000136270
DDX56	ENSG00000136271
HUS1	ENSG00000136273
DBNL	ENSG00000136279
CCM2	ENSG00000136280
TTYH3	ENSG00000136295
MMD2	ENSG00000136297
TTC5	ENSG00000136319
IREB2	ENSG00000136381
CALCOCO2	ENSG00000136436
RSAD1	ENSG00000136444
NMT1	ENSG00000136448
SRSF1	ENSG00000136450
VEZF1	ENSG00000136451
TACO1	ENSG00000136463
DCAF7	ENSG00000136485
KAT7	ENSG00000136504
ACTL6A	ENSG00000136518
NDUFB5	ENSG00000136521
MRPL47	ENSG00000136522
TRA2B	ENSG00000136527
SCN2A	ENSG00000136531
MARCH7	ENSG00000136536
TANK	ENSG00000136560
SKIL	ENSG00000136603
EPRS	ENSG00000136628
VPS45	ENSG00000136631
KCTD3	ENSG00000136636
RPS6KC1	ENSG00000136643
CBWD2	ENSG00000136682
SMPD4	ENSG00000136699
WDR33	ENSG00000136709
CCDC115	ENSG00000136710
SAP130	ENSG00000136715
BIN1	ENSG00000136717
IMP4	ENSG00000136718
UGGT1	ENSG00000136731
STAM	ENSG00000136738
ABI1	ENSG00000136754
YME1L1	ENSG00000136758
LRRC8A	ENSG00000136802
CDK9	ENSG00000136807
TXN	ENSG00000136810
ODF2	ENSG00000136811
TOR1B	ENSG00000136816
C9orf78	ENSG00000136819
SMC2	ENSG00000136824
TOR1A	ENSG00000136827
RALGPS1	ENSG00000136828
ST6GALNAC4	ENSG00000136840
TMOD1	ENSG00000136842
STXBP1	ENSG00000136854
SLC2A8	ENSG00000136856
ANGPTL2	ENSG00000136859
ZFP37	ENSG00000136866
SLC31A1	ENSG00000136868
STX17	ENSG00000136874
PRPF4	ENSG00000136875
FPGS	ENSG00000136877
USP20	ENSG00000136878
ATP6V1G1	ENSG00000136888
TEX10	ENSG00000136891
MRPL50	ENSG00000136897
DPM2	ENSG00000136908
TSTD2	ENSG00000136925
PSMB7	ENSG00000136930
C9orf156	ENSG00000136932
RABEPK	ENSG00000136933
GOLGA1	ENSG00000136935
XPA	ENSG00000136936
NCBP1	ENSG00000136937
ANP32B	ENSG00000136938
PDCL	ENSG00000136940
RPL35	ENSG00000136942
ARPC5L	ENSG00000136950
DERL1	ENSG00000136986
MYC	ENSG00000136997
IL33	ENSG00000137033
C9orf123	ENSG00000137038
RANBP6	ENSG00000137040
POLR1E	ENSG00000137054
PLAA	ENSG00000137055
IL11RA	ENSG00000137070
UBAP2	ENSG00000137073
APTX	ENSG00000137074
RNF38	ENSG00000137075
DNAJB5	ENSG00000137094
DCTN3	ENSG00000137100
TMEM8B	ENSG00000137103
GRHPR	ENSG00000137106
ALDH1B1	ENSG00000137124
HINT2	ENSG00000137133
IGFBPL1	ENSG00000137142
DENND4C	ENSG00000137145
RPS6	ENSG00000137154
CNPY3	ENSG00000137161
PPIL1	ENSG00000137168
KLC4	ENSG00000137171
KIF13A	ENSG00000137177
ZSCAN9	ENSG00000137185
PIM1	ENSG00000137193
FTSJD2	ENSG00000137200
YIPF3	ENSG00000137207
TMEM14B	ENSG00000137210
TMEM63B	ENSG00000137216
TJAP1	ENSG00000137221
TUBB2A	ENSG00000137267
LRRC1	ENSG00000137269
BPHL	ENSG00000137274
TUBB2B	ENSG00000137285
MNF1	ENSG00000137288
HMGA1	ENSG00000137309
FLOT1	ENSG00000137312
PGBD1	ENSG00000137338
ATAT1	ENSG00000137343
TPMT	ENSG00000137364
NRM	ENSG00000137404
MTCH1	ENSG00000137409
VARS2	ENSG00000137411
TAF8	ENSG00000137413
FCHSD2	ENSG00000137478
NUMA1	ENSG00000137497
CCDC90B	ENSG00000137500
RAB30	ENSG00000137502
CREBZF	ENSG00000137504
PRCP	ENSG00000137509
NARS2	ENSG00000137513
RNF121	ENSG00000137522
MRPL15	ENSG00000137547
GGH	ENSG00000137563
TGS1	ENSG00000137574
SDCBP	ENSG00000137575
NEK1	ENSG00000137601
SORL1	ENSG00000137642
BUD13	ENSG00000137656
SLC37A4	ENSG00000137700
RDX	ENSG00000137710
PPP2R1B	ENSG00000137713
FDX1	ENSG00000137714
C11orf1	ENSG00000137720
FXYD6	ENSG00000137726
MAP2K5	ENSG00000137764
CTDSPL2	ENSG00000137770
SLTM	ENSG00000137776
MAPKBP1	ENSG00000137802
NDUFAF1	ENSG00000137806
HAUS2	ENSG00000137814
RTF1	ENSG00000137815
PARP6	ENSG00000137817
RPLP1	ENSG00000137818
LRRC49	ENSG00000137821
TUBGCP4	ENSG00000137822
RMDN3	ENSG00000137824
TMEM62	ENSG00000137842
ADAM10	ENSG00000137845
ZNF280D	ENSG00000137871
SEMA6D	ENSG00000137872
RSL24D1	ENSG00000137876
CCBL2	ENSG00000137944
GTF2B	ENSG00000137947
RABGGTB	ENSG00000137955
IFI44	ENSG00000137965
RTCA	ENSG00000137996
IFT172	ENSG00000138002
CGREF1	ENSG00000138028
HADHB	ENSG00000138029
KHK	ENSG00000138030
PPM1B	ENSG00000138032
PNPT1	ENSG00000138035
DYNC2LI1	ENSG00000138036
THUMPD2	ENSG00000138050
RAB1A	ENSG00000138069
ACTR2	ENSG00000138071
PREB	ENSG00000138073
SLC5A6	ENSG00000138074
PREPL	ENSG00000138078
FBXO11	ENSG00000138081
ATRAID	ENSG00000138085
LRPPRC	ENSG00000138095
DTNB	ENSG00000138101
ACTR1A	ENSG00000138107
TMEM180	ENSG00000138111
STAMBPL1	ENSG00000138134
ATAD1	ENSG00000138138
TACC2	ENSG00000138162
ARL3	ENSG00000138175
EXOC6	ENSG00000138190
DBR1	ENSG00000138231
ANXA7	ENSG00000138279
ASCC1	ENSG00000138303
RPS24	ENSG00000138326
ATIC	ENSG00000138363
SMARCAL1	ENSG00000138375
BARD1	ENSG00000138376
ALS2CR8	ENSG00000138380
ASNSD1	ENSG00000138381
METTL5	ENSG00000138382
SSB	ENSG00000138385
PPIG	ENSG00000138398
FASTKD1	ENSG00000138399
IDH1	ENSG00000138413
OLA1	ENSG00000138430
CIR1	ENSG00000138433
SSFA2	ENSG00000138434
FAM117B	ENSG00000138439
WDR12	ENSG00000138442
ABI2	ENSG00000138443
ITGAV	ENSG00000138448
SLC40A1	ENSG00000138449
SLC35A5	ENSG00000138459
SENP7	ENSG00000138468
COX17	ENSG00000138495
PARP9	ENSG00000138496
USP8	ENSG00000138592
SECISBP2L	ENSG00000138593
SPPL2A	ENSG00000138600
APH1B	ENSG00000138613
VWA9	ENSG00000138614
PARP16	ENSG00000138617
UBL7	ENSG00000138629
FAM13A	ENSG00000138640
HERC3	ENSG00000138641
PCDH10	ENSG00000138650
AP1AR	ENSG00000138660
COPS4	ENSG00000138663
HNRNPD	ENSG00000138668
SEC31A	ENSG00000138674
BBS7	ENSG00000138686
RAP1GDS1	ENSG00000138698
LARP1B	ENSG00000138709
NUP54	ENSG00000138750
G3BP2	ENSG00000138757
SEPT11	ENSG00000138758
SCARB2	ENSG00000138760
USO1	ENSG00000138768
PPA2	ENSG00000138777
GSTCD	ENSG00000138780
INTS12	ENSG00000138785
HADH	ENSG00000138796
PAPSS1	ENSG00000138801
SEC24B	ENSG00000138802
PPP3CA	ENSG00000138814
MAPK8IP3	ENSG00000138834
GUCD1	ENSG00000138867
RNF185	ENSG00000138942
GABARAPL1	ENSG00000139112
KIF21A	ENSG00000139116
YARS2	ENSG00000139131
FAM60A	ENSG00000139146
AEBP2	ENSG00000139154
ETNK1	ENSG00000139163
ZCRB1	ENSG00000139168
NDUFA9	ENSG00000139180
CLSTN3	ENSG00000139182
VAMP1	ENSG00000139190
TAPBPL	ENSG00000139192
PEX5	ENSG00000139197
PIANP	ENSG00000139200
SCAF11	ENSG00000139218
PPFIA2	ENSG00000139220
LLPH	ENSG00000139233
PHLDA1	ENSG00000139289
TMEM19	ENSG00000139291
LGR5	ENSG00000139292
DUSP6	ENSG00000139318
POC1B	ENSG00000139323
SNRPF	ENSG00000139343
ASCL1	ENSG00000139352
TMEM132B	ENSG00000139364
TDG	ENSG00000139372
C12orf52	ENSG00000139405
SDSL	ENSG00000139410
MMAB	ENSG00000139428
GLTP	ENSG00000139433
GIT2	ENSG00000139436
TCHP	ENSG00000139437
FAM222A	ENSG00000139438
NUPL1	ENSG00000139496
MTMR6	ENSG00000139505
SLC46A3	ENSG00000139508
SLC7A1	ENSG00000139514
SUOX	ENSG00000139531
TARBP2	ENSG00000139546
NABP2	ENSG00000139579
N4BP2L1	ENSG00000139597
SMARCC2	ENSG00000139613
KANSL2	ENSG00000139620
CERS5	ENSG00000139624
CSAD	ENSG00000139631
LMBR1L	ENSG00000139636
C12orf10	ENSG00000139637
TMBIM6	ENSG00000139644
ANKRD52	ENSG00000139645
WDFY2	ENSG00000139668
HNRNPA1L2	ENSG00000139675
ESD	ENSG00000139684
RB1	ENSG00000139687
SBNO1	ENSG00000139697
VPS33A	ENSG00000139719
VPS37B	ENSG00000139722
DENR	ENSG00000139726
SLAIN1	ENSG00000139737
RBM26	ENSG00000139746
MBNL2	ENSG00000139793
CUL4A	ENSG00000139842
SSTR1	ENSG00000139874
NOVA1	ENSG00000139910
MDGA2	ENSG00000139915
TMX1	ENSG00000139921
PELI2	ENSG00000139946
RTN1	ENSG00000139970
C14orf37	ENSG00000139971
SLC38A6	ENSG00000139974
DCAF5	ENSG00000139990
WDR89	ENSG00000140006
PTGR2	ENSG00000140043
WARS	ENSG00000140105
WDR20	ENSG00000140153
NIPA2	ENSG00000140157
MFAP1	ENSG00000140259
TCF12	ENSG00000140262
SORD	ENSG00000140263
SERF2	ENSG00000140264
ZSCAN29	ENSG00000140265
LYSMD2	ENSG00000140280
BNIP2	ENSG00000140299
GTF2A2	ENSG00000140307
SRP14	ENSG00000140319
TLE3	ENSG00000140332
ANP32A	ENSG00000140350
COMMD4	ENSG00000140365
UBE2Q2	ENSG00000140367
PSTPIP1	ENSG00000140368
ETFA	ENSG00000140374
HMG20A	ENSG00000140382
SCAPER	ENSG00000140386
TSPAN3	ENSG00000140391
WDR61	ENSG00000140395
NCOA2	ENSG00000140396
NEIL1	ENSG00000140398
MAN2C1	ENSG00000140400
TPM1	ENSG00000140416
IGF1R	ENSG00000140443
USP3	ENSG00000140455
BBS4	ENSG00000140463
PML	ENSG00000140464
LINS	ENSG00000140471
ULK3	ENSG00000140474
SCAMP2	ENSG00000140497
POLG	ENSG00000140521
RLBP1	ENSG00000140522
ABHD2	ENSG00000140526
NTRK3	ENSG00000140538
DET1	ENSG00000140543
MFGE8	ENSG00000140545
UNC45A	ENSG00000140553
CRTC3	ENSG00000140577
EFTUD1	ENSG00000140598
SEC11A	ENSG00000140612
GLYR1	ENSG00000140632
PMM2	ENSG00000140650
TGFB1I1	ENSG00000140682
C16orf58	ENSG00000140688
ARMC5	ENSG00000140691
PARN	ENSG00000140694
FTO	ENSG00000140718
UQCRC2	ENSG00000140740
ARHGAP17	ENSG00000140750
DHX38	ENSG00000140829
TXNL4B	ENSG00000140830
CPNE2	ENSG00000140848
KATNB1	ENSG00000140854
NUDT7	ENSG00000140876
